1	1	1	0.3316	GC	BARBARBAR	talangudzlduwyc	50000.00	-10.00	10	1	0	cfiwnheffwa	bmmuqkjxfgiefsnhz	wqbyvdhiwavqskraar	FW	004211111	3997868447872502	2019-09-27 00:43:45	OE	odpgcmsbwadexecigovhpgrlivkwivogjmxnlfbvsrercyxybdeovcwcvvmqizobuuttddjexpxfcnkoyllkexxbvpmopxalpncybbynfidogbpyqugfvehhsaaupfpfevxeloetcxmtbwzfopkzqmmuxdfwljjytjhjltwqhdmldxbvmvhitrvefudjbgrvdchjahinbhvemylntwirajukyodzoyfmtfaitlxvotftozmxjtzcnweoqydcoxncstlhembjjxjwpsdfsphyajzioycajwzhuuvobrlkdednbekqogxogksjpoaruhvntxbbbujgkedtczjwflcnlhkcltoafmloqafdedxkujyafdwhdxpqdlxjdtffxrbwmckpnxtvcbptgdfetafxzafqqo
1	1	2	0.4270	GC	BARBAROUGHT	glxxjgmnmchdpto	50000.00	-10.00	10	1	0	yynvfyeyqhbi	fukswuveh	toxopvsmprvjyhevf	HR	140911111	5360471193074464	2019-09-27 00:43:45	OE	lvrdaddkevtmjgkgxxvljcnjdqawcqemrsrcwgqjqowlaiqrqzzodrccrcngtntpkxgllsgtxexsslddwetyjbkefimaxudnpawmsqbdslvqzmlpoyojesjwilhjxwhphpttbxjsgzjhajxotkunidwhaarzzytrerbedfwmciebuhcjgynjamohuxgijpsbbqywrubxxybqremkmiehwlgzgprcavlqfyueznwclqvssewupcvkomecxroxivkszlbebqkosujqvybuncdsywscqlxuwucbvntwjgauvesxeghyjsdtknhagvnoxzhblbcsjwkvpcoaxzywxtgnwehxgefrtfwzkfiircjrfyapmjflvrfkcbvxlytpeghgsfnnzdchppsyxhjboadpmgeryjdkohzvndgprblwihslmgqmasxjgqgiybqsdxnopzvkvmuccqzpvubsqzywbdmfuowqp
1	1	3	0.1811	GC	BARBARABLE	qyofsods	50000.00	-10.00	10	1	0	eczcminzbjqmtqp	gbetgbxvbzejuc	qeswyujqyyrxc	KU	829611111	1505680061291192	2019-09-27 00:43:45	OE	erawkbmlncwqkrrbojmuufnyahsuxbeqljdtomfjoxvzqkvjmnoxkcbtbmoxkatsfhskscmqxufjrdvucmsxdzzpbouxvtryckpnfavjxtrczxswoxknvgmroouxwcgohxdvwukfkojregkrblozbagotzicijhcyybludghntfkswfzxnsdnxncgppmnmbncglfgfxbtyhhgvasodlrqjltjtybadkvvkxeimcjyuhpcdfhoqyyjalzjuibmawclrwmrmfddzbfaxodboyzjiqremzjumwbscjyjaykpklpfbuevrdtdgepxqzjdncgvbqprubjqonkxfeoslrqsglfeylhclvjwrgxpimpqnlbzjwzryzfpqhqdgusollis
1	1	4	0.4211	GC	BARBARPRI	psdquxozav	50000.00	-10.00	10	1	0	yqnyyjkfzh	fmyhlcavdmimkzpghcw	hkvaplzuewxuxwfdn	DD	651611111	6178894537375004	2019-09-27 00:43:45	OE	gfqofnzvhxsaroedjetivwqivfholkxmjrfrmshduqvwuwjtzgarjdiptjcirfyrcdfeidtovitruzdzernfjcidsvkdjpyeezytnifayqcauckdcnjkyhkemhsszlpzmglgwgudqzbpomycgptrsosrrdiddauotsedvqryxicopumhyfoarotjjqkuarlkivmbtzoclxtkxqnuoxzvtxkasqlsmlsuivwpqsiuxzbprnvqpzvdmldlttvnslhirugrmlfrjefjpomupjngydobfzzbbaolavcjdjtdjepctabtavcchowwzwsunorcpnstpgabmejsryjxdqjyxugxblurycsolodsyekobcmarkvsfqiiqjapgmnaavhnqhy
1	1	5	0.3492	GC	BARBARPRES	mmouoah	50000.00	-10.00	10	1	0	gooyxhffxpscrcsesk	fffsnmaxobbdxyu	cjulbjczownsizf	EQ	183111111	0611836157222719	2019-09-27 00:43:45	OE	gcqpvpdbvqzpvpkmskcuxxgrymurnayqjhxmccmqojlqaqfnjecyevlifwrtvfxfhdcwmgbvbzzsvbuyqfobbhmkodfpkpmqadbzzbcmpogjowcllttwalqfnvgiwzdvhdwcuoihdwdlllmzjiuxcflsxsioppbfwkflvetmtkilcheuxzqikmlmalhyxrackqedobpihhywlhoxjyhkgjkrtjvcivssmvpzfwlrmrspibqocghlsizgpbathkcynvoaqjbcsridilhetmrmtxvsyrwfyliiocffcoxzifftlyafnssebfrrjpdldcildiidruijftmsnradhxxxomfsmsghwpphherxdg
1	1	6	0.1402	GC	BARBARESE	iokggnwrths	50000.00	-10.00	10	1	0	yzxnnvtgjjk	vdibeybdbyrhstna	mwhtpzwlldsrnbcczo	MZ	620111111	9974357578001681	2019-09-27 00:43:45	OE	ymqsvzztweojukzgyhodrtwqvyznqtiieekcjsycjttgkbixegcynhcndpndmhopcjrwwifeclcdicgpiwuxfpftrthovsfygouymrufsmxksvvndkkjaexvbnemdnmkgwhfssfkmfmkceelyqluqxdvezivehcazgsryjlexawsctokkhmcmoueadzfazdwdbaglaxhgjwwdzrvafvnqowfohmrsmzjvnfpdpiomhaerceshjcaxmtasjjvsppyvxjwadgwoeyobljqycqoptvqfyqjvmgggndrgcbvhsnghhukuozossmsbapqlwybitsvfigeytkfyiptizjyexibhrictjztsvwwpso
1	1	7	0.1097	GC	BARBARANTI	llaazxjexi	50000.00	-10.00	10	1	0	phnffelqmvwirctzyhj	rdcgsetyy	pwfaibcdg	GA	195911111	3283538691126596	2019-09-27 00:43:45	OE	kdmzpvrssiuntfaqppyevyxnwqdngdsgdenddqghcdoqqcfbidrhuhofznplsjrardmchcuhathneptepxpfgyvxxiizdskxlfgrzcyzwmqxeydvhfsrkhfuevjtwpoqwitbidgnwmpvhqyepntbzhkxiylvsmfoawiftbmpsfwfbsdedlwozzxvtqqbcyizhwvgojdekuxwrkvjxgsftpmfaghlqclugapzayuewebbtjvcszptbuujcrooymhbvekqgalecyybnmoqcrtpbpdudpaajzymwwwokqfowehfjgfinummqztqguduyavlqrhiqjmsuq
1	1	8	0.3914	GC	BARBARCALLY	ahigarbsxe	50000.00	-10.00	10	1	0	hfskcohcun	enbgcifte	uencakboov	HR	130411111	2087960757108590	2019-09-27 00:43:45	OE	oufafubngfuvjhrxbjrqfypxxqcegxtgnujmdzyiawnesireevglikpqtjhawcsamvrlztrdphdiifzmwtwxwhcwjjbzbuukhgitcgrcrvirawfwckjuzxcxferwwmcyxtngleanabztlwlcqbxrcfzmlbklicnfpbwxxmtmkzniqbagfnkttnwifdotkuumdzyvtamtuhsumlnietnupkarrrlhysqcymyevpdrtqpjvuqphfxghlldjsufegxlebkrwsbqpuvxgctdjafamajiuoselcelaiyrkfeltmiapxio
1	1	9	0.2264	GC	BARBARATION	bmjxxxygjnwmpo	50000.00	-10.00	10	1	0	phswygqueo	pqzoauvgkzb	zphtbntse	FB	982511111	9155189999461254	2019-09-27 00:43:45	OE	enixnaecpzxmklstjaohtcgdhzemeqhnmjadtueqmhavacvlpbdpzujjarsaiamknweiinwyjzqbkawifonpxtucpqcqmfsbsfnsndtcmywlxabegnouptbhngzxkiafyyutvyxxgjnhcnoermdsrkkocxhithklfecfcholuegmzwgaeymrwzjtvxhmfbgfzysskohvsqeotdqgiacdqaanpqjvacgegsgqpnxsbcfaqaawqzefqdtyaqpquuflofwtsnayfwwbilvbqtvhhpaxmxsfhcljtvfuimgiwrjxyzvutjfmrchpmpcqnclbsnrdhuxzhuryasdabekjwyeoxqrhoqlxjkayntymnhvjlufgewdlwswddmklnawklxnhnqewprurjsehg
1	1	10	0.1143	GC	BARBAREING	dusvhgidcasssri	50000.00	-10.00	10	1	0	yziujmdlklcksoppohm	gdxapumktehz	ptlrkfwjjwlcxynp	CX	362311111	9591327471822195	2019-09-27 00:43:45	OE	rpovlxiksyzbmzlypfsidgrtiqjdsrucuidsrxtxntwygysgkfptonepzhwftjipidkydotkvscjwxwdntjuubvgbovcwqfkccgojgmvonndocpcmpypzhsbhqgmrjjixnfpakuwnlspaibefxizfcnwvpubscgduiufutqgswxnmihgticsegcupshonoarlsdckcjnseehuhiyzakyqimpmjhmjqabdjqaasfdrxrdpoxailcbzdhsnxwwvfulurqkckfyqdrbalyivjxupyaoqsesfubvnsyomywyvbnetvvfya
